audit,strategy,model,metric,value,ci_low,ci_high,n
tenant_screening,in_processing,logistic_regression,accuracy,0.6262821753435263,0.6129281981807625,0.6384749371008323,5167
tenant_screening,in_processing,logistic_regression,auc,0.5984179154774997,,,5167
tenant_screening,in_processing,logistic_regression,f1,0.7114896160167339,0.6989999136222147,0.7235984795959312,5167
tenant_screening,in_processing,random_forest,accuracy,0.6278304625508032,0.6144764853880395,0.6402167602090187,5167
tenant_screening,in_processing,random_forest,auc,0.6228809449784591,,,5167
tenant_screening,in_processing,random_forest,f1,0.6889859291606018,0.6747373094861167,0.701375398450661,5167
tenant_screening,in_processing,gradient_boosting,accuracy,0.6702148248500097,0.6566673117863364,0.6826011225082252,5167
tenant_screening,in_processing,gradient_boosting,auc,0.6549042840091547,,,5167
tenant_screening,in_processing,gradient_boosting,f1,0.7377654662973222,0.724810396918668,0.7493174725949209,5167
tenant_screening,post_processing,logistic_regression,accuracy,0.6394426166053803,0.6268627830462551,0.6518289142635959,5167
tenant_screening,post_processing,logistic_regression,auc,,,,5167
tenant_screening,post_processing,logistic_regression,f1,0.7140445126630852,0.7014247640867909,0.7260316566102795,5167
tenant_screening,post_processing,random_forest,accuracy,0.6466034449390362,0.6332446293787497,0.6589897425972517,5167
tenant_screening,post_processing,random_forest,auc,,,,5167
tenant_screening,post_processing,random_forest,f1,0.7145983119724915,0.7014592285409879,0.7264235343817049,5167
tenant_screening,post_processing,gradient_boosting,accuracy,0.6725372556609251,0.6591784401006386,0.684730017418231,5167
tenant_screening,post_processing,gradient_boosting,auc,,,,5167
tenant_screening,post_processing,gradient_boosting,f1,0.7338785781692356,0.7210393719899161,0.7453110945648079,5167
